名稱,縣市,緯度,經度,is_indoor,設施類型,最近測站,測站AQI,距離(km),風險等級
龍田國小,臺東縣鹿野鄉,22.9042,121.1243,True,室內,關山,32,16.13,Normal
和平社區活動中心,臺東縣鹿野鄉,22.9051,121.1192,True,室內,關山,32,16.17,Normal
茄萣區公所大禮堂,高雄市茄萣區,22.9065,120.1825,True,室內,林森,67,9.65,Normal
高雄市立茄萣國民中學,高雄市茄萣區,22.906889,120.181014,True,室內,林森,67,9.68,Normal
鹿野國中,臺東縣鹿野鄉,22.907,121.1352,True,室內,關山,32,15.6,Normal
財團法人一貫道興毅純陽聖道院,高雄市湖內區,22.907202,120.21789,True,室內,林森,67,8.69,Normal
新興社區活動中心,高雄市六龜區,22.9076,120.6335,True,室內,美濃,58,10.88,Normal
高雄市立湖內國民中學,高雄市湖內區,22.907722,120.227397,True,室內,林森,67,8.63,Normal
中圳社區活動中心,高雄市美濃區,22.908018,120.547647,True,室內,美濃,58,3.23,Normal
中正堂二樓,高雄市湖內區,22.9091,120.2129,True,室內,林森,67,8.52,Normal
鹿野國小,臺東縣鹿野鄉,22.9094,121.137,True,室內,關山,32,15.3,Normal
白雲社區活動中心,高雄市茄萣區,22.9096,120.1851,True,室內,林森,67,9.23,Normal
高雄市茂林區多納國民小學,高雄市茂林區,22.9101,120.7159,True,室內,美濃,58,19.21,Normal
多納里社區活動中心,高雄市茂林區,22.9105,120.7167,True,室內,美濃,58,19.3,Normal
萬山里避難屋,高雄市茂林區,22.911115,120.682514,True,室內,美濃,58,15.87,Normal
高雄市茄萣區砂崙國民小學,高雄市茄萣區,22.91319,120.182354,True,室內,林森,67,8.99,Normal
臺南市歸仁區大潭國小,臺南市歸仁區,22.9138,120.2718,True,室內,林森,67,9.43,Normal
鹿野鄉公所,臺東縣鹿野鄉,22.9143,121.1362,True,室內,關山,32,14.78,Normal
廣林里社區活動中心,高雄市美濃區,22.916916,120.579295,True,室內,美濃,58,6.22,Normal
臺南市關廟區文和國小,臺南市關廟區,22.917,120.3428,True,室內,林森,67,14.5,Normal
內門紫竹寺香客大樓,高雄市內門區,22.9172,120.4554,True,室內,美濃,58,8.56,Normal
高雄市美濃區廣興國民小學,高雄市美濃區,22.917251,120.567922,True,室內,美濃,58,5.35,Normal
高雄市內門區觀亭國民小學,高雄市內門區,22.918343,120.453734,True,室內,美濃,58,8.77,Normal
高雄市內門區西門國民小學,高雄市內門區,22.918619,120.426716,True,室內,美濃,58,11.33,Normal
高雄市立內門國民中學,高雄市內門區,22.921882,120.453517,True,室內,美濃,58,8.97,Normal
華山營區,高雄市旗山區,22.9266,120.5039,False,室外,美濃,58,5.51,Warning
臺南市龍崎區大坪里民活動中心,臺南市龍崎區,22.9268,120.3921,True,室內,美濃,58,14.97,Normal
永康村鄉立幼兒園,臺東縣延平鄉,22.927897,121.115208,True,室內,關山,32,13.88,Normal
隆昌村辦公處活動中心,臺東縣東河鄉,22.928015,121.269255,True,室內,關山,32,17.03,Normal
臺南市歸仁區沙崙國中,臺南市歸仁區,22.9287,120.2816,True,室內,林森,67,8.75,Normal
臺南市龍崎區牛埔里里民活動中心,臺南市龍崎區,22.9313,120.4096,True,室內,美濃,58,13.48,Normal
永安社區活動中心,臺東縣鹿野鄉,22.9316,121.1296,True,室內,關山,32,13.05,Normal
臺南市南區南寧中學,臺南市南區,22.9318,120.1834,True,室內,林森,67,7.14,Normal
臺南市南區灣裡聯合里活動中心,臺南市南區,22.9323,120.1808,True,室內,林森,67,7.25,Normal
臺南市南區省躬國小,臺南市南區,22.9325,120.1804,True,室內,林森,67,7.26,Normal
永昌社區活動中心,臺東縣鹿野鄉,22.9328,121.1308,True,室內,關山,32,12.89,Normal
中正社區活動中心,高雄市旗山區,22.9329,120.5022,True,室內,美濃,58,6.2,Normal
永安國小,臺東縣鹿野鄉,22.9336,121.1283,True,室內,關山,32,12.87,Normal
臺南市關廟區深坑國小,臺南市關廟區,22.9371,120.3353,True,室內,林森,67,12.76,Normal
鹿野鄉立托兒所,臺東縣鹿野鄉,22.9403,121.1515,True,室內,關山,32,11.7,Normal
南海紫竹寺香客大樓,高雄市內門區,22.9417,120.4613,True,室內,美濃,58,9.59,Normal
臺南市仁德區臺南都會公園管理中心,臺南市仁德區,22.9437,120.2211,False,室外,林森,67,4.62,Warning
臺南市仁德區後壁里老人文康活動中心,臺南市仁德區,22.9475,120.2532,True,室內,林森,67,5.26,Normal
月美社區活動中心,高雄市杉林區,22.948034,120.528674,True,室內,美濃,58,7.17,Normal
臺南市龍崎區龍船里里民活動中心,臺南市龍崎區,22.952,120.4213,True,室內,美濃,58,13.53,Normal
瑞源社區活動中心,臺東縣鹿野鄉,22.955,121.1562,True,室內,關山,32,10.03,Normal
瑞隆社區活動中心,臺東縣鹿野鄉,22.955,121.1562,True,室內,關山,32,10.03,Normal
永富社區活動中心景義國小,高雄市內門區,22.956,120.4942,True,室內,美濃,58,8.87,Normal
高雄市內門區內門國民小學,高雄市內門區,22.956009,120.470326,True,室內,美濃,58,10.14,Normal
瑞源國小,臺東縣鹿野鄉,22.9578,121.1554,True,室內,關山,32,9.73,Normal
高雄市杉林區月美國民小學,高雄市杉林區,22.958186,120.535203,True,室內,美濃,58,8.31,Normal
臺南市關廟區五甲國小,臺南市關廟區,22.9583,120.3343,True,室內,林森,67,11.86,Normal
臺南市關廟社區活動中心,臺南市關廟區,22.9589,120.3242,True,室內,林森,67,10.85,Normal
大林社區活動中心備用,高雄市旗山區,22.9591,120.5147,True,室內,美濃,58,8.55,Normal
臺南市關廟區關廟國中,臺南市關廟區,22.9608,120.3247,True,室內,林森,67,10.84,Normal
臺南市南區區公所,臺南市南區,22.9609,120.1884,True,室內,林森,67,4.39,Normal
臺南市南區龍崗國小,臺南市南區,22.9614,120.1696,True,室內,臺南,56,5.97,Normal
臺南市東區大智里活動中心,臺南市東區,22.9615,120.2303,True,室內,林森,67,2.77,Normal
臺南市歸仁區紅瓦厝國小,臺南市歸仁區,22.9617,120.2987,True,室內,林森,67,8.26,Normal
尚德國小村辦公室,臺東縣東河鄉,22.9627,121.2407,True,室內,關山,32,12.2,Normal
臺南市南區永華國小,臺南市南區,22.9631,120.1886,True,室內,林森,67,4.23,Normal
臺南市關廟區關廟國小,臺南市關廟區,22.9637,120.3261,True,室內,林森,67,10.91,Normal
高雄市杉林區大愛民族國民小學,高雄市杉林區,22.963823,120.538829,True,室內,美濃,58,8.96,Normal
臺南市歸仁區歸南國小,臺南市歸仁區,22.9642,120.2883,True,室內,林森,67,7.16,Normal
臺南市龍崎區民活動中心,臺南市龍崎區,22.9642,120.3595,True,室內,林森,67,14.25,Normal
臺南市立龍崎國民小學,臺南市龍崎區,22.964425,120.35906,True,室內,林森,67,14.2,Normal
臺南市南區明興社區活動中心,臺南市南區,22.9651,120.1923,True,室內,林森,67,3.79,Normal
臺南市龍崎區老人文康活中心,臺南市龍崎區,22.9651,120.3603,True,室內,林森,67,14.32,Normal
大愛活動中心,高雄市杉林區,22.966082,120.545574,True,室內,美濃,58,9.3,Normal
月眉社區活動中心,高雄市杉林區,22.96649744,120.5354386,True,室內,美濃,58,9.23,Normal
臺南市歸仁區公所,臺南市歸仁區,22.9669,120.294,True,室內,林森,67,7.63,Normal
臺南市南區開南里活動中心,臺南市南區,22.967,120.1856,True,室內,林森,67,4.26,Normal
臺南市仁德區仁義里運動公園育樂中心,臺南市仁德區,22.9675,120.2585,False,室外,林森,67,4.21,Warning
上平社區活動中心,高雄市杉林區,22.96796903,120.557561,True,室內,美濃,58,9.78,Normal
臺南市龍崎區龍崎國民中學,臺南市龍崎區,22.9683,120.3608,True,室內,林森,67,14.32,Normal
高雄市立杉林國民中學,高雄市杉林區,22.968577,120.540834,True,室內,美濃,58,9.51,Normal
東河鄉公所2樓大會議室,臺東縣東河鄉,22.969096,121.302729,True,室內,關山,32,16.7,Normal
臺南市歸仁區歸仁國中,臺南市歸仁區,22.9696,120.2939,True,室內,林森,67,7.55,Normal
臺南市南區白雪社區活動中心,臺南市南區,22.9697,120.1888,True,室內,臺南,56,3.82,Normal
臺南市歸仁區歸仁國小,臺南市歸仁區,22.9698,120.2966,True,室內,林森,67,7.81,Normal
武陵村活動中心,臺東縣延平鄉,22.969833,121.117842,True,室內,關山,32,9.51,Normal
臺南市歸仁區文化國小,臺南市歸仁區,22.9708,120.2891,True,室內,林森,67,7.04,Normal
臺南市歸仁區歸仁里活動中心,臺南市歸仁區,22.9708,120.2984,True,室內,林森,67,7.97,Normal
臺南市南區大忠大林社區活動中心,臺南市南區,22.9726,120.2125,True,室內,林森,67,1.72,Normal
臺南市仁德區公所,臺南市仁德區,22.973,120.2517,True,室內,林森,67,3.32,Normal
瑞源國中,臺東縣鹿野鄉,22.9742,121.1567,True,室內,關山,32,7.9,Normal
臺南市南區府南里活動中心,臺南市南區,22.9744,120.1953,True,室內,臺南,56,2.98,Normal
高雄市內門區木柵國民小學,高雄市內門區,22.975346,120.467861,True,室內,美濃,58,12.05,Normal
臺南市東區崇德里活動中心,臺南市東區,22.9757,120.2281,True,室內,林森,67,1.22,Normal
臺南市南區田寮社區活動中心,臺南市南區,22.9765,120.1955,True,室內,臺南,56,2.84,Normal
高雄市杉林區上平國民小學,高雄市杉林區,22.976853,120.544072,True,室內,美濃,58,10.46,Normal
臺南市東區和平里活動中心,臺南市東區,22.977,120.2326,True,室內,林森,67,1.41,Normal
臺南市南區國宅社區活動中心,臺南市南區,22.9771,120.1879,True,室內,臺南,56,3.51,Normal
臺南市關廟區新光國小,臺南市關廟區,22.9772,120.3595,True,室內,林森,67,14.09,Normal
臺南市安平區漁光里活動中心,臺南市安平區,22.977225,120.159968,True,室內,臺南,56,6.24,Normal
日光小林社區活動中心,高雄市杉林區,22.977268,120.556689,True,室內,美濃,58,10.76,Normal
永吉社區活動中心,高雄市內門區,22.9774,120.498,True,室內,美濃,58,10.95,Normal
臺南市南區新興國中,臺南市南區,22.9778,120.1876,True,室內,臺南,56,3.5,Normal
木柵社區活動中心,高雄市內門區,22.978,120.4677,True,室內,美濃,58,12.31,Normal
臺南市南區體育公園,臺南市南區,22.9785,120.2068,False,室外,林森,67,1.74,Warning
新豐社區活動中心,臺東縣鹿野鄉,22.9789,121.1315,True,室內,關山,32,7.99,Normal
瑞豐國小,臺東縣鹿野鄉,22.9791,121.1369,True,室內,關山,32,7.77,Normal
臺南市南區大成國中,臺南市南區,22.9796,120.198,True,室內,臺南,56,2.45,Normal
臺南市東區崇學國民小學操場,臺南市東區,22.9796,120.2234,False,室外,林森,67,0.64,Warning
臺南市東區復興里活動中心,臺南市東區,22.9803,120.2416,True,室內,林森,67,2.06,Normal
臺南市東區區公所,臺南市東區,22.980519,120.224015,True,室內,林森,67,0.56,Normal
臺南市東區德光里活動中心,臺南市東區,22.9806,120.2188,True,室內,林森,67,0.62,Normal
臺南市南區台南高商,臺南市南區,22.9811,120.202,True,室內,臺南,56,2.01,Normal
臺南市東區虎尾里活動中心,臺南市東區,22.9815,120.2353,True,室內,林森,67,1.41,Normal
臺南市東區裕聖里活動中心,臺南市東區,22.9817,120.2464,True,室內,林森,67,2.51,Normal
臺南市仁德區太子里活動中心,臺南市仁德區,22.9823,120.255,True,室內,林森,67,3.38,Normal
臺南市東區裕文國民小學,臺南市東區,22.982499,120.245741,True,室內,林森,67,2.43,Normal
臺南市東區復興國民小學風雨球場,臺南市東區,22.9826,120.2387,False,室外,林森,67,1.72,Warning
臺南市中西區五妃社區活動中心,臺南市中西區,22.983,120.2049,True,室內,臺南,56,1.65,Normal
臺南市東區龍山社區活動中心,臺南市東區,22.9836,120.2193,True,室內,林森,67,0.34,Normal
臺南市東區自強里活動中心,臺南市東區,22.984,120.2352,True,室內,林森,67,1.34,Normal
臺南市中西區仙草里活動中心,臺南市中西區,22.9844,120.1995,True,室內,臺南,56,2.12,Normal
臺南市東區富裕里活動中心,臺南市東區,22.9847,120.2276,True,室內,林森,67,0.56,Normal
臺南市中西區中山國中,臺南市中西區,22.9848,120.2033,True,室內,臺南,56,1.73,Normal
臺南市東區富強里活動中心,臺南市東區,22.986,120.2317,True,室內,林森,67,0.98,Normal
臺南市安平區億載里活動中心,臺南市安平區,22.986221,120.161834,True,室內,臺南,56,5.91,Normal
臺南市東區關聖社區活動中心,臺南市東區,22.9865,120.2434,True,室內,林森,67,2.18,Normal
臺南市安平區文平里活動中心,臺南市安平區,22.986772,120.185499,True,室內,臺南,56,3.49,Normal
臺南市安平區育平里活動中心,臺南市安平區,22.987404,120.167087,True,室內,臺南,56,5.37,Normal
臺南市東區衛國里活動中心,臺南市東區,22.9879,120.2254,True,室內,林森,67,0.45,Normal
新和社區舊圖書室,高雄市杉林區,22.98792,120.563198,True,室內,美濃,58,12.07,Normal
瑞豐社區活動中心,臺東縣鹿野鄉,22.988,121.1398,True,室內,關山,32,6.74,Normal
高雄市杉林區新庄國民小學,高雄市杉林區,22.989102,120.559681,True,室內,美濃,58,12.11,Normal
臺南市中西區郡西里活動中心,臺南市中西區,22.989445,120.194075,True,室內,臺南,56,2.6,Normal
臺南市安平區國平里活動中心,臺南市安平區,22.98948,120.176458,True,室內,臺南,56,4.4,Normal
臺南市東區後甲南聖里聯合社區活動中心,臺南市東區,22.9895,120.2427,True,室內,林森,67,2.16,Normal
臺南市中西區忠義國小,臺南市中西區,22.989572,120.20315,True,室內,臺南,56,1.67,Normal
臺南市東區崇誨里活動中心,臺南市東區,22.9898,120.2247,True,室內,臺南,56,0.54,Normal
臺南市安平區億載國小-操場,臺南市安平區,22.990008,120.163155,False,室外,臺南,56,5.77,Warning
臺南市中西區永福小西三民里活動中心,臺南市中西區,22.9901,120.2008,True,室內,臺南,56,1.91,Normal
臺南市中西區萬昌公正里活動中心,臺南市中西區,22.991183,120.21101,True,室內,臺南,56,0.89,Normal
臺南市中西區中頭社區活動中心,臺南市中西區,22.9912,120.1913,True,室內,臺南,56,2.89,Normal
臺南市中西區民生社區活動中心,臺南市中西區,22.9912,120.1913,True,室內,臺南,56,2.89,Normal
臺南市歸仁區保西國小,臺南市歸仁區,22.9919,120.2936,True,室內,林森,67,7.35,Normal
東寧運動公園,臺南市東區,22.992061,120.224271,False,室外,臺南,56,0.58,Warning
臺南市東區大學東寧聯合社區活動中心,臺南市東區,22.9921,120.2243,True,室內,臺南,56,0.58,Normal
臺南市中西區青年銀同里活動中心,臺南市中西區,22.9922,120.2057,True,室內,臺南,56,1.45,Normal
臺南市中西區建國里活動中心,臺南市中西區,22.9928,120.2006,True,室內,臺南,56,1.97,Normal
高雄市立六龜高級中學,高雄市六龜區,22.99318,120.635085,True,室內,美濃,58,16.22,Normal
高雄市內門區溝坪國民小學,高雄市內門區,22.993331,120.501231,True,室內,美濃,58,12.57,Normal
臺南市關廟區保東國小,臺南市關廟區,22.9934,120.3175,True,室內,林森,67,9.8,Normal
臺南市中西區大涼社區活動中心,臺南市中西區,22.9936,120.1908,True,室內,臺南,56,2.97,Normal
高雄市六龜區龍興國民小學,高雄市六龜區,22.993875,120.644983,True,室內,美濃,58,16.96,Normal
臺南市安平區安平國小-風雨球場,臺南市安平區,22.993942,120.176439,False,室外,臺南,56,4.44,Warning
小馬活動中心 Siao-Ma Community Center,臺東縣成功鎮,22.99397,121.314613,True,室內,關山,32,16.63,Normal
臺南市中西區中正里活動中心,臺南市中西區,22.9945,120.1972,True,室內,臺南,56,2.35,Normal
臺南市安平區公所,臺南市安平區,22.994806,120.168802,True,室內,臺南,56,5.22,Normal
臺南市安平區台南聖教會,臺南市安平區,22.995143,120.185097,True,室內,臺南,56,3.58,Normal
臺南市安平區建平里活動中心,臺南市安平區,22.99525,120.185584,True,室內,臺南,56,3.53,Normal
臺南市安平區華平里活動中心,臺南市安平區,22.995282,120.171965,True,室內,臺南,56,4.91,Normal
六龜綜合社會福利服務中心,高雄市六龜區,22.9955,120.6349,True,室內,美濃,58,16.4,Normal
白水泉社區活動中心,高雄市杉林區,22.9967,120.5784,True,室內,美濃,58,13.5,Normal
臺南市安平區沙灘忠誠社區聯合活動中心,臺南市安平區,22.997064,120.148967,True,室內,臺南,56,7.27,Normal
臺南市中西區民權里活動中心,臺南市中西區,22.9971,120.1962,True,室內,臺南,56,2.54,Normal
臺南市安平區平通里活動中心,臺南市安平區,22.99731,120.170604,True,室內,臺南,56,5.08,Normal
臺南市安平區安平國中-安平館,臺南市安平區,22.997889,120.168263,True,室內,臺南,56,5.33,Normal
泰源活動中心村辦公處,臺東縣東河鄉,22.997948,121.286015,True,室內,關山,32,13.74,Normal
臺南市中西區天后里活動中心,臺南市中西區,22.998046,120.201382,True,室內,臺南,56,2.09,Normal
高雄市杉林區杉林國民小學,高雄市杉林區,22.998095,120.548069,True,室內,美濃,58,12.86,Normal
臺南市中西區龍盛社區活動中心,臺南市中西區,22.9982,120.1938,True,室內,臺南,56,2.81,Normal
